seatname,onscode,CurrentMP,PreviousWinner,Conservative,Labour,LibDem,Reform,Green,SNP,Plaid,Minor,Other,Calculus_Winner,Winner,Winner Check,diff_share,second_place,ColourWinning,VictoryType,WinnerStyle,Top2Parties
Hayes and Harlington,E14001276,John McDonnell,LAB,0.224323978,0.6158913238,0.05620915033,0.06082276048,0.04275278739,0,0,0,0,Labour,Labour,SAME,0.3915673459,Conservative,#E2585C,Strong,Strong Labour,
Hazel Grove,E14001277,William Wragg,CON,0.2368217131,0.2408750422,0.3659321663,0.1349917543,0.02102167736,0,0,0,0.0003576466848,LibDem,LibDem,SAME,0.1250571241,Labour,#F8A936,Lean,Lean LibDem,
Hemel Hempstead,E14001278,Mike Penning,CON,0.2790934737,0.4489723348,0.09304696205,0.1410757888,0.03781144063,0,0,0,0,Labour,Labour,SAME,0.1698788612,Conservative,#E2585C,Likely,Likely Labour,
Hendon,E14001279,Matthew Offord,CON,0.2763387558,0.5439037446,0.07158649259,0.06476762317,0.04054085504,0,0,0,0.0028625288,Labour,Labour,SAME,0.2675649887,Conservative,#E2585C,Strong,Strong Labour,
Henley and Thame,E14001280,John Howell,CON,0.3057740686,0.2261709859,0.317873258,0.1070957952,0.0428263387,0,0,0,0.0002595535679,LibDem,LibDem,SAME,0.01209918939,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Hereford and South Herefordshire,E14001281,Jesse Norman,CON,0.2892666449,0.3330500163,0.1309142421,0.1920017435,0.05339435545,0,0,0,0.001372997712,Labour,Labour,SAME,0.04378337147,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Herefordshire North,E14001395,Bill Wiggin,CON,0.3059742591,0.288249332,0.1315397638,0.1998082689,0.07322495768,0,0,0,0.001203418524,Conservative,Conservative,SAME,0.01772492708,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Herne Bay and Sandwich,E14001282,Roger Gale,CON,0.2840997502,0.3694156668,0.08332992097,0.2097170468,0.05343761517,0,0,0,0,Labour,Labour,SAME,0.08531591663,Conservative,#E2585C,Lean,Lean Labour,
Hertford and Stortford,E14001283,Julie Marson,CON,0.2870912909,0.3665833417,0.1334466553,0.1518048195,0.05905409459,0,0,0,0.00201979802,Labour,Labour,SAME,0.07949205079,Conservative,#E2585C,Lean,Lean Labour,
Hertfordshire North East,E14001393,Oliver Heald,CON,0.2837116155,0.3637202545,0.128563575,0.1639440823,0.06006047279,0,0,0,0,Labour,Labour,SAME,0.08000863897,Conservative,#E2585C,Lean,Lean Labour,
Hertfordshire South West,E14001496,Gagan Mohindra,CON,0.3113516625,0.3324257316,0.1778899367,0.1345242839,0.03610483907,0,0,0,0.007703546288,Labour,Labour,SAME,0.02107406915,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Hertsmere,E14001284,Oliver Dowden,CON,0.3501105838,0.3555431492,0.1104550042,0.1354705718,0.04771209551,0,0,0,0.0007085954779,Labour,Labour,SAME,0.00543256533,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Hexham,E14001285,Guy Opperman,CON,0.3535964737,0.4889601282,0.08637547586,0,0.06986575837,0,0,0,0.001202163895,Labour,Labour,SAME,0.1353636546,Conservative,#E2585C,Lean,Lean Labour,
Heywood and Middleton North,E14001286,Unknown (changed seat),LAB,0.2014949148,0.5607155986,0.06955030021,0.1654209043,0,0,0,0,0.002818282073,Labour,Labour,SAME,0.3592206837,Conservative,#E2585C,Strong,Strong Labour,
High Peak,E14001287,Robert Largan,CON,0.1815117487,0.5410664942,0.04779822447,0.1765731867,0.0530503459,0,0,0,0,Labour,Labour,SAME,0.3595547455,Conservative,#E2585C,Strong,Strong Labour,
Hinckley and Bosworth,E14001288,Luke Evans,CON,0.2722233628,0.3146787107,0.1361527407,0.2312461507,0.04471361117,0,0,0,0.0009854239376,Labour,Labour,SAME,0.04245534798,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Hitchin,E14001289,Bim Afolami,CON,0.262567325,0.4171154997,0.1545481747,0.1352269813,0.02887492519,0,0,0,0.001667094127,Labour,Labour,SAME,0.1545481747,Conservative,#E2585C,Likely,Likely Labour,
Holborn and St Pancras,E14001290,Keir Starmer,LAB,0.1164490155,0.6648848591,0.09098495613,0.04468051515,0.07508401561,0,0,0,0.007916638474,Labour,Labour,SAME,0.5484358437,Conservative,#E2585C,Strong,Strong Labour,
Honiton and Sidmouth,E14001291,Neil Parish,CON,0.3481349539,0.1594719195,0.3746437552,0.07504191115,0.03520536463,0,0,0,0.007502095557,LibDem,LibDem,SAME,0.02650880134,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Hornchurch and Upminster,E14001292,Julia Lopez,CON,0.3164746371,0.3826339753,0.09121224429,0.1600863598,0.04822470661,0,0,0,0.001368076783,Labour,Labour,SAME,0.06615933819,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Hornsey and Friern Barnet,E14001293,Catherine West,LAB,0.1289122627,0.5140884214,0.264024286,0.03762613306,0.05389515991,0,0,0,0.001453736959,Labour,Labour,SAME,0.2500641355,LibDem,#E2585C,Strong,Strong Labour,
Horsham,E14001294,Jeremy Quin,CON,0.307850001,0.2631751987,0.2758427292,0.1145106078,0.03823466842,0,0,0,0.0003867948247,Conservative,Conservative,SAME,0.03200727174,LibDem,#019EFF,Too close to call,Too close to call Conservative,Conservative-LibDem
Houghton and Sunderland South,E14001295,Bridget Phillipson,LAB,0.1481404816,0.5247590791,0.05013914763,0.2339750224,0.04298626923,0,0,0,0,Labour,Labour,SAME,0.2907840567,Reform,#E2585C,Strong,Strong Labour,
Hove and Portslade,E14001296,Peter Kyle,LAB,0.1518149917,0.6135304608,0.066674337,0.08891829182,0.07601296286,0,0,0,0.003048955876,Labour,Labour,SAME,0.4617154691,Conservative,#E2585C,Strong,Strong Labour,
Huddersfield,E14001297,Barry Sheerman,LAB,0.1984315799,0.5881355185,0.05546744207,0.1046788263,0.05328663318,0,0,0,0,Labour,Labour,SAME,0.3897039387,Conservative,#E2585C,Strong,Strong Labour,
Hull East,E14001313,Karl Turner,LAB,0.1466590551,0.5065242212,0.04792584135,0.2616484532,0.03724242919,0,0,0,0,Labour,Labour,SAME,0.244875768,Reform,#E2585C,Likely,Likely Labour,
Huntingdon,E14001298,Jonathan Djanogly,CON,0.2841389949,0.3464657203,0.1439559752,0.1743480708,0.04919433848,0,0,0,0.00189690034,Labour,Labour,SAME,0.06232672545,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Hyndburn,E14001299,Sara Britcliffe,CON,0.2132862019,0.5361774744,0.04646513896,0.1682593857,0.03581179912,0,0,0,0,Labour,Labour,SAME,0.3228912725,Conservative,#E2585C,Strong,Strong Labour,
Ilford North,E14001300,Wes Streeting,LAB,0.2329715899,0.6053026293,0.06584171519,0.05293806247,0.04294600318,0,0,0,0,Labour,Labour,SAME,0.3723310394,Conservative,#E2585C,Strong,Strong Labour,
Ilford South,E14001301,Sam Tarry,LAB,0.1737294168,0.6624827979,0.06325629953,0.03680064538,0.04455938879,0,0,0,0.01917145162,Labour,Labour,SAME,0.4887533811,Conservative,#E2585C,Strong,Strong Labour,
Ipswich,E14001302,Tom Hunt,CON,0.2235674819,0.5167631585,0.05534153697,0.1542694873,0.0477249213,0,0,0,0.002333414049,Labour,Labour,SAME,0.2931956766,Conservative,#E2585C,Strong,Strong Labour,
Isle of Wight East,E14001303,Bob Seely,CON,0.2869405441,0.3578323826,0.06609258447,0.1726908732,0.1130704256,0,0,0,0.003373189996,Labour,Labour,SAME,0.07089183853,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Isle of Wight West,E14001304,Unknown (new seat),CON,0.2774654651,0.3561965027,0.06474759174,0.1635921919,0.1354275545,0,0,0,0.002570694087,Labour,Labour,SAME,0.0787310376,Conservative,#E2585C,Lean,Lean Labour,
Islington North,E14001305,Jeremy Corbyn,LAB,0.1005738822,0.6628545477,0.1027001362,0.03944923826,0.08645390364,0,0,0,0.007968291978,Labour,Labour,SAME,0.5601544115,LibDem,#E2585C,Strong,Strong Labour,
Islington South and Finsbury,E14001306,Emily Thornberry,LAB,0.1289802412,0.6180473436,0.1297972523,0.05704027004,0.05964180516,0,0,0,0.006493087657,Labour,Labour,SAME,0.4882500914,LibDem,#E2585C,Strong,Strong Labour,
Jarrow and Gateshead East,E14001307,Kate Osborne,LAB,0.1371906403,0.5671494325,0.05340145071,0.189459479,0.04434055474,0,0,0,0.008458442779,Labour,Labour,SAME,0.3776899535,Reform,#E2585C,Strong,Strong Labour,
Keighley and Ilkley,E14001308,Robbie Moore,CON,0.2209673356,0.5463095138,0.05430766647,0.1402090856,0.03398690066,0,0,0,0.004219497859,Labour,Labour,SAME,0.3253421782,Conservative,#E2585C,Strong,Strong Labour,
Kenilworth and Southam,E14001309,Jeremy Wright,CON,0.2859385733,0.3316651948,0.1681679914,0.161102934,0.05196742224,0,0,0,0.001157884408,Labour,Labour,SAME,0.04572662153,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Kensington and Bayswater,E14001310,Felicity Buchan,CON,0.2335487662,0.5110794024,0.1447037099,0.07061020648,0.03573526943,0,0,0,0.004322645627,Labour,Labour,SAME,0.2775306362,Conservative,#E2585C,Strong,Strong Labour,
Kettering,E14001311,Philip Hollobone,CON,0.2461351989,0.4680290046,0.05569141132,0.1834265422,0.04459140494,0,0,0,0.002126438004,Labour,Labour,SAME,0.2218938057,Conservative,#E2585C,Likely,Likely Labour,
Kingston and Surbiton,E14001312,Ed Davey,LIB,0.1951269797,0.158035798,0.5552806672,0.07103364258,0.01984818667,0,0,0,0.0006747258926,LibDem,LibDem,SAME,0.3601536876,Conservative,#F8A936,Strong,Strong LibDem,
Kingston upon Hull North and Cottingham,E14001314,Diana Johnson,LAB,0.1610506513,0.5307313124,0.06496320815,0.196318434,0.04334055676,0,0,0,0.003595837401,Labour,Labour,SAME,0.3344128783,Reform,#E2585C,Strong,Strong Labour,
Kingston upon Hull West and Haltemprice,E14001315,Unknown (changed seat),CON,0.1826992276,0.4771625966,0.0713428969,0.2339154632,0.03255289546,0,0,0,0.002326920309,Labour,Labour,SAME,0.2432471333,Reform,#E2585C,Likely,Likely Labour,
Kingswinford and South Staffordshire,E14001316,Gavin Williamson,CON,0.3294774377,0.3219000722,0.08710786603,0.2147769241,0.04599482107,0,0,0,0.0007428789744,Conservative,Conservative,SAME,0.007577365539,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Knowsley,E14001317,George Howarth,LAB,0.07911006618,0.721482062,0.0379005573,0.1090647858,0.04647770812,0,0,0,0.00596482062,Labour,Labour,SAME,0.6124172762,Reform,#E2585C,Strong,Strong Labour,
Lancashire West,E14001577,Rosie Cooper,LAB,0.2123934166,0.6060281578,0.04517152489,0.1004957367,0.03591116399,0,0,0,0,Labour,Labour,SAME,0.3936347412,Conservative,#E2585C,Strong,Strong Labour,
Lancaster and Wyre,E14001318,Unknown (changed seat),CON,0.2013652568,0.5350631988,0.05339491168,0.1560727597,0.05410387295,0,0,0,0,Labour,Labour,SAME,0.333697942,Conservative,#E2585C,Strong,Strong Labour,
Leeds Central and Headingley,E14001319,Alex Sobel,LAB,0.115649053,0.6224379486,0.1068278129,0.08265588515,0.06909971461,0,0,0,0.003329585748,Labour,Labour,SAME,0.5067888956,Conservative,#E2585C,Strong,Strong Labour,
Leeds East,E14001320,Richard Burgon,LAB,0.1899748439,0.5596757663,0.05000931706,0.1554085531,0.03931799124,0,0,0,0.00561352837,Labour,Labour,SAME,0.3697009224,Conservative,#E2585C,Strong,Strong Labour,
Leeds North East,E14001321,Fabian Hamilton,LAB,0.1544406463,0.6309900423,0.08390836323,0.07558546891,0.05189069832,0,0,0,0.003184780993,Labour,Labour,SAME,0.476549396,Conservative,#E2585C,Strong,Strong Labour,
Leeds North West,E14001322,Stuart Andrew,CON,0.2098932122,0.486334438,0.1220694734,0.1430997095,0.03657788143,0,0,0,0.002025285381,Labour,Labour,SAME,0.2764412258,Conservative,#E2585C,Strong,Strong Labour,
Leeds South,E14001323,Hilary Benn,LAB,0.2222815041,0.656504065,0.05609756098,0,0.05960365854,0,0,0,0.005513211382,Labour,Labour,SAME,0.434222561,Conservative,#E2585C,Strong,Strong Labour,
Leeds South West and Morley,E14001324,Andrea Jenkyns,CON,0.2302549495,0.5143482662,0.05030721062,0.1607853292,0.04195014007,0,0,0,0.002354104381,Labour,Labour,SAME,0.2840933167,Conservative,#E2585C,Strong,Strong Labour,
Leeds West and Pudsey,E14001325,Unknown (new seat),LAB,0.18542923,0.5877901697,0.04950057044,0.1300146686,0.04367971315,0,0,0,0.003585648094,Labour,Labour,SAME,0.4023609397,Conservative,#E2585C,Strong,Strong Labour,
Leicester East,E14001326,Claudia Webbe,LAB,0.2392277294,0.5910346141,0.06018187878,0.05996762367,0.04718373566,0,0,0,0.002404418416,Labour,Labour,SAME,0.3518068847,Conservative,#E2585C,Strong,Strong Labour,
Leicester South,E14001327,Jonathan Ashworth,LAB,0.1401412025,0.6734806885,0.05613492686,0.05599649301,0.06444095796,0,0,0,0.009805731161,Labour,Labour,SAME,0.5333394859,Conservative,#E2585C,Strong,Strong Labour,
Leicester West,E14001328,Liz Kendall,LAB,0.1838691039,0.5979619708,0.05491648282,0.1147704591,0.04580313058,0,0,0,0.002678852821,Labour,Labour,SAME,0.4140928669,Conservative,#E2585C,Strong,Strong Labour,
Leicestershire Mid,E14001364,Edward Argar,CON,0.2704851533,0.3902320299,0.09303504787,0.1816282655,0.06461950349,0,0,0,0,Labour,Labour,SAME,0.1197468765,Conservative,#E2585C,Lean,Lean Labour,
Leicestershire North West,E14001404,Andrew Bridgen,CON,0.2467960298,0.4433487067,0.05570551104,0.2004845806,0.0523049457,0,0,0,0.001360226138,Labour,Labour,SAME,0.1965526769,Conservative,#E2585C,Likely,Likely Labour,
Leicestershire South,E14001488,Alberto Costa,CON,0.272882651,0.3632470039,0.08962036516,0.2159173168,0.05833266307,0,0,0,0,Labour,Labour,SAME,0.09036435293,Conservative,#E2585C,Lean,Lean Labour,
Leigh and Atherton,E14001329,James Grundy,CON,0.2011754269,0.5327345309,0.05291638944,0.1834109559,0.02685739632,0,0,0,0.00290530051,Labour,Labour,SAME,0.331559104,Conservative,#E2585C,Strong,Strong Labour,
Lewes,E14001330,Maria Caulfield,CON,0.2440426077,0.1597423039,0.4373329917,0.1311175372,0.02738021157,0,0,0,0.0003843478897,LibDem,LibDem,SAME,0.193290384,Conservative,#F8A936,Likely,Likely LibDem,
Lewisham East,E14001331,Janet Daby,LAB,0.1503926053,0.6726874013,0.07753071282,0.04845669551,0.04470749133,0,0,0,0.00622509373,Labour,Labour,SAME,0.5222947959,Conservative,#E2585C,Strong,Strong Labour,
Lewisham North,E14001332,Vicky Foxcroft,LAB,0.1118510638,0.7056808511,0.07938297872,0.03125531915,0.06540425532,0,0,0,0.006425531915,Labour,Labour,SAME,0.5938297872,Conservative,#E2585C,Strong,Strong Labour,
Lewisham West and East Dulwich,E14001333,Ellie Reeves,LAB,0.1315051555,0.6603519463,0.089200945,0.04334194432,0.07061005498,0,0,0,0.004989953854,Labour,Labour,SAME,0.5288467908,Conservative,#E2585C,Strong,Strong Labour,
Leyton and Wanstead,E14001334,John Cryer,LAB,0.1524046622,0.6452642299,0.08932895779,0.04773113047,0.05540341745,0,0,0,0.009867602127,Labour,Labour,SAME,0.4928595677,Conservative,#E2585C,Strong,Strong Labour,
Lichfield,E14001335,Michael Fabricant,CON,0.2964830105,0.3515798666,0.106462369,0.1953000953,0.04852731026,0,0,0,0.001647348365,Labour,Labour,SAME,0.05509685614,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Lincoln,E14001336,Karl McCartney,CON,0.1776840934,0.5409702754,0.04887757067,0.1768708939,0.05339296796,0,0,0,0.002204198677,Labour,Labour,SAME,0.363286182,Conservative,#E2585C,Strong,Strong Labour,
Liverpool Garston,E14001337,Maria Eagle,LAB,0.1008569408,0.6674154499,0.07317276093,0.107991181,0.04636216149,0,0,0,0.004201505886,Labour,Labour,SAME,0.5594242689,Reform,#E2585C,Strong,Strong Labour,
Liverpool Riverside,E14001338,Kim Johnson,LAB,0.06798415473,0.7475158785,0.04240157567,0.06180981256,0.07174629871,0,0,0,0.008542279859,Labour,Labour,SAME,0.6757695797,Green,#E2585C,Strong,Strong Labour,
Liverpool Walton,E14001339,Dan Carden,LAB,0.08748995679,0.7355106295,0.04025971206,0.08258235435,0.04651364791,0,0,0,0.007643699377,Labour,Labour,SAME,0.6480206727,Conservative,#E2585C,Strong,Strong Labour,
Liverpool Wavertree,E14001340,Paula Barker,LAB,0.08627869504,0.6968213112,0.07271852177,0.07324167661,0.06518509218,0,0,0,0.005754703162,Labour,Labour,SAME,0.6105426162,Conservative,#E2585C,Strong,Strong Labour,
Liverpool West Derby,E14001341,Ian Byrne,LAB,0.0833369551,0.7203920205,0.04769872659,0.09368073363,0.04693815464,0,0,0,0.007953409535,Labour,Labour,SAME,0.6267112869,Reform,#E2585C,Strong,Strong Labour,
Loughborough,E14001342,Jane Hunt,CON,0.2031220295,0.5366806785,0.06064510678,0.1434485964,0.05610358886,0,0,0,0,Labour,Labour,SAME,0.333558649,Conservative,#E2585C,Strong,Strong Labour,
Louth and Horncastle,E14001343,Victoria Atkins,CON,0.2695977549,0.3386758133,0.0714686623,0.2778297474,0.04105602328,0,0,0,0.001371998753,Labour,Labour,SAME,0.0608460659,Reform,#E2585C,Too close to call,Too close to call Labour,Labour-Reform
Lowestoft,E14001344,Peter Aldous,CON,0.242292087,0.4491744234,0.04799409837,0.1998741565,0.06066523465,0,0,0,0,Labour,Labour,SAME,0.2068823363,Conservative,#E2585C,Likely,Likely Labour,
Luton North,E14001345,Sarah Owen,LAB,0.2178100389,0.5976847898,0.06020495303,0.07123541133,0.03951987855,0,0,0,0.01354492836,Labour,Labour,SAME,0.3798747509,Conservative,#E2585C,Strong,Strong Labour,
Luton South and South Bedfordshire,E14001346,Rachel Hopkins,LAB,0.208789176,0.5711114635,0.05887638074,0.08913376671,0.04444796787,0,0,0,0.02764124518,Labour,Labour,SAME,0.3623222874,Conservative,#E2585C,Strong,Strong Labour,
Macclesfield,E14001347,David Rutley,CON,0.2454038943,0.4777232048,0.08743763468,0.1454058356,0.0429616975,0,0,0,0.001067733106,Labour,Labour,SAME,0.2323193104,Conservative,#E2585C,Likely,Likely Labour,
Maidenhead,E14001348,Theresa May,CON,0.4109783144,0.3199646788,0.2139190077,0,0.05396747166,0,0,0,0.001170527353,Conservative,Conservative,SAME,0.09101363562,Labour,#019EFF,Lean,Lean Conservative,
Maidstone and Malling,E14001349,Helen Grant,CON,0.3049709207,0.3150663887,0.1733786898,0.1631295951,0.0417864589,0,0,0,0.001667946889,Labour,Labour,SAME,0.01009546801,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Makerfield,E14001350,Yvonne Fovargue,LAB,0.1680897298,0.541298097,0.05851752672,0.1933097741,0.03702890757,0,0,0,0.001755964793,Labour,Labour,SAME,0.3479883228,Reform,#E2585C,Strong,Strong Labour,
Maldon,E14001351,John Whittingdale,CON,0.3314229408,0.3039132883,0.108510296,0.2072675354,0.04888593951,0,0,0,0,Conservative,Conservative,SAME,0.02750965251,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Manchester Central,E14001352,Lucy Powell,LAB,0.1281404598,0.6610243477,0.06504025609,0.09040644097,0.04852556019,0,0,0,0.006862935299,Labour,Labour,SAME,0.5328838879,Conservative,#E2585C,Strong,Strong Labour,
Manchester Rusholme,E14001353,Unknown (new seat),LAB,0.1034795993,0.755065479,0,0.03961545255,0.0905351871,0,0,0,0.011304282,Labour,Labour,SAME,0.6515858797,Conservative,#E2585C,Strong,Strong Labour,
Manchester Withington,E14001354,Jeff Smith,LAB,0.102236017,0.6409070754,0.1407698317,0.05553092207,0.05515086252,0,0,0,0.005405291273,Labour,Labour,SAME,0.5001372437,LibDem,#E2585C,Strong,Strong Labour,
Mansfield,E14001355,Ben Bradley,CON,0.2368647918,0.4833989608,0.04683240523,0.19921247,0.03147790023,0,0,0,0.002213471889,Labour,Labour,SAME,0.246534169,Conservative,#E2585C,Likely,Likely Labour,
Melksham and Devizes,E14001356,Unknown (new seat),CON,0.3024653249,0.2276824299,0.2994196814,0.1376507388,0.03278182492,0,0,0,0,Conservative,Conservative,SAME,0.003045643495,LibDem,#019EFF,Too close to call,Too close to call Conservative,Conservative-LibDem
Melton and Syston,E14001357,Unknown (new seat),CON,0.267636132,0.3773484768,0.07941832077,0.2035665004,0.07086296571,0,0,0,0.001167604288,Labour,Labour,SAME,0.1097123448,Conservative,#E2585C,Lean,Lean Labour,
Meriden and Solihull East,E14001358,Saqib Bhatti,CON,0.3049174856,0.3444117586,0.1479835597,0.158102272,0.04458492416,0,0,0,0,Labour,Labour,SAME,0.03949427302,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Middlesbrough and Thornaby East,E14001367,Andy McDonald,LAB,0.1543246987,0.5968058133,0.04806963432,0.1439997909,0.04250202577,0,0,0,0.01429803696,Labour,Labour,SAME,0.4424811146,Conservative,#E2585C,Strong,Strong Labour,
Middlesbrough South and Cleveland East,E14001368,Simon Clarke,CON,0.3625670945,0.5135822637,0.05521586931,0,0.06630105018,0,0,0,0.002333722287,Labour,Labour,SAME,0.1510151692,Conservative,#E2585C,Likely,Likely Labour,
Milton Keynes Central,E14001369,Iain Stewart,CON,0.2763901147,0.5217122683,0.08431156222,0.07956751986,0.03495145631,0,0,0,0.003067078553,Labour,Labour,SAME,0.2453221536,Conservative,#E2585C,Likely,Likely Labour,
Milton Keynes North,E14001370,Ben Everitt,CON,0.2649326945,0.505338809,0.07713894593,0.1140543007,0.03853524983,0,0,0,0,Labour,Labour,SAME,0.2404061145,Conservative,#E2585C,Likely,Likely Labour,
Mitcham and Morden,E14001371,Siobhain McDonagh,LAB,0.1724475257,0.638815048,0.07953554643,0.0616081492,0.04289390298,0,0,0,0.004699827744,Labour,Labour,SAME,0.4663675223,Conservative,#E2585C,Strong,Strong Labour,
Morecambe and Lunesdale,E14001372,David Morris,CON,0.2281084266,0.4404439206,0.1087409153,0.1910233746,0.0316833628,0,0,0,0,Labour,Labour,SAME,0.212335494,Conservative,#E2585C,Likely,Likely Labour,
New Forest East,E14001373,Julian Lewis,CON,0.3118777928,0.2963940559,0.1337005092,0.2060272264,0.0502753819,0,0,0,0.001725033773,Conservative,Conservative,SAME,0.01548373688,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
New Forest West,E14001374,Desmond Swayne,CON,0.297891861,0.2983404012,0.1275485239,0.2054110259,0.0698907193,0,0,0,0.0009174686022,Labour,Labour,SAME,0.0004485402055,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Newark,E14001375,Robert Jenrick,CON,0.2527453639,0.3785832967,0.08122457554,0.2250911938,0.06143885716,0,0,0,0.0009167128206,Labour,Labour,SAME,0.1258379328,Conservative,#E2585C,Lean,Lean Labour,
Newbury,E14001376,Laura Farris,CON,0.3130857853,0.2051222646,0.3283556941,0.1185155542,0.03449946292,0,0,0,0.0004212388635,LibDem,LibDem,SAME,0.0152699088,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Newcastle upon Tyne Central and West,E14001377,Chi Onwurah,LAB,0.1355298542,0.6060036293,0.04971687182,0.1516867444,0.05185946348,0,0,0,0.005203436892,Labour,Labour,SAME,0.4543168849,Reform,#E2585C,Strong,Strong Labour,
Newcastle upon Tyne East and Wallsend,E14001378,Nick Brown,LAB,0.1235064746,0.6117563651,0.0647872052,0.1378735117,0.05821882103,0,0,0,0.003857622453,Labour,Labour,SAME,0.4738828534,Reform,#E2585C,Strong,Strong Labour,
Newcastle upon Tyne North,E14001379,Catherine McKinnell,LAB,0.1534477242,0.5505959523,0.09765218782,0.1376289897,0.05883529318,0,0,0,0.001839852812,Labour,Labour,SAME,0.3971482281,Conservative,#E2585C,Strong,Strong Labour,
Newcastle-under-Lyme,E14001380,Aaron Bell,CON,0.2201885259,0.4883654501,0.06194106919,0.189954077,0.03955087781,0,0,0,0,Labour,Labour,SAME,0.2681769243,Conservative,#E2585C,Strong,Strong Labour,
Newton Abbot,E14001381,Anne Marie Morris,CON,0.2830092223,0.258552645,0.256548678,0.1603787089,0.04077459461,0,0,0,0.0007361511564,Conservative,Conservative,SAME,0.02445657731,Labour,#019EFF,Too close to call,Too close to call Conservative,Conservative-Labour
Newton Aycliffe and Spennymoor,E14001382,Paul Howell,CON,0.1779718848,0.5179018243,0.05002047223,0.2097038351,0.04212729175,0,0,0,0.002274691779,Labour,Labour,SAME,0.3081979892,Reform,#E2585C,Strong,Strong Labour,
Norfolk Mid,E14001365,George Freeman,CON,0.2852691594,0.3553213118,0.09829399806,0.2210068063,0.04010872448,0,0,0,0,Labour,Labour,SAME,0.07005215239,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Norfolk North,E14001396,Duncan Baker,CON,0.273660136,0.1622409326,0.3319705311,0.2125161917,0.01961220855,0,0,0,0,LibDem,LibDem,SAME,0.05831039508,Conservative,#F8A936,Too close to call,Too close to call LibDem,LibDem-Conservative
Norfolk North West,E14001405,James Wild,CON,0.2832453294,0.350467587,0.07426256971,0.2316941281,0.06033038573,0,0,0,0,Labour,Labour,SAME,0.06722225757,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Norfolk South,E14001489,Richard Bacon,CON,0.269865863,0.360026318,0.1337549877,0.1768401392,0.05834536039,0,0,0,0.001167331692,Labour,Labour,SAME,0.09016045505,Conservative,#E2585C,Lean,Lean Labour,
Norfolk South West,E14001497,Liz Truss,CON,0.2978276104,0.3325948866,0.08239708841,0.2347356285,0.05047810656,0,0,0,0.001966679476,Labour,Labour,SAME,0.03476727626,Conservative,#E2585C,Too close to call,Too close to call Labour,Labour-Conservative
Normanton and Hemsworth,E14001383,Jon Trickett,LAB,0.1520912548,0.5201951359,0.04880790109,0.2388980558,0.04000765239,0,0,0,0,Labour,Labour,SAME,0.2812970801,Reform,#E2585C,Strong,Strong Labour,
Northampton North,E14001406,Michael Ellis,CON,0.2193019673,0.5516602282,0.05200634169,0.1331308756,0.0418462363,0,0,0,0.002054350981,Labour,Labour,SAME,0.3323582609,Conservative,#E2585C,Strong,Strong Labour,
Northampton South,E14001407,Andrew Lewer,CON,0.2670194908,0.48202462,0.06891728061,0.1438496689,0.03699990674,0,0,0,0.00118903292,Labour,Labour,SAME,0.2150051292,Conservative,#E2585C,Likely,Likely Labour,
Northamptonshire South,E14001490,Andrea Leadsom,CON,0.280909642,0.3612170274,0.09628282591,0.2047085509,0.05596292603,0,0,0,0.0009190277859,Labour,Labour,SAME,0.08030738546,Conservative,#E2585C,Lean,Lean Labour,
Northumberland North,E14001397,Anne-Marie Trevelyan,CON,0.2467500207,0.3298418481,0.1391280947,0.2307692308,0.05187546576,0,0,0,0.001635339902,Labour,Labour,SAME,0.08309182744,Conservative,#E2585C,Lean,Lean Labour,
Norwich North,E14001408,Chloe Smith,CON,0.22035936,0.508131503,0.05967473988,0.1601818659,0.04905132465,0,0,0,0.00260120661,Labour,Labour,SAME,0.287772143,Conservative,#E2585C,Strong,Strong Labour,
Norwich South,E14001409,Clive Lewis,LAB,0.1521651153,0.5766288952,0.08053419668,0.1106232295,0.07723593687,0,0,0,0.002812626467,Labour,Labour,SAME,0.4244637798,Conservative,#E2585C,Strong,Strong Labour,
